Lane	Project	Sample	Sample_bam	Grouping	Virus	Day	Tissue	PF_Clusters	RIN	fastp_after_trimming_reads 	STAR_uniquely_mapped_reads	STAR_multi_mapped_reads	 STAR_total_mapped_reads	STAR_no_mapped_reads	FeatureCount_Assigned	FeatureCount_Unassigned_NoFeatures	FeatureCount_Unassigned_Ambiguity	Picard_PERCENT_DUPLICATION	Picard_PF_BASES	Picard_PF_ALIGNED_BASES	Picard_CODING_BASES	Picard_UTR_BASES	Picard_INTRONIC_BASES	Picard_INTERGENIC_BASES	Picard_CORRECT_STRAND_READS	Picard_INCORRECT_STRAND_READS	Picard_PCT_CODING_BASES	Picard_PCT_UTR_BASES	Picard_PCT_INTRONIC_BASES	Picard_PCT_INTERGENIC_BASES	Picard_PCT_MRNA_BASES	Picard_PCT_CORRECT_STRAND_READS
3	Dr_Sato	230323_Novaseq_S4_TruseqUD_l3_0027_C04_Dr_Sato_27_5dpi_delFCS_319_h	bam.230323_Novaseq_S4_TruseqUD_l3_0027_C04_Dr_Sato_27_5dpi_delFCS_319_h_S27.230323_Novaseq_S4_TruseqUD_l3_0027_C04_Dr_Sato_27_5dpi_delFCS_319_h_S27_Aligned.out.bam	WK-521 dFCS_Hilum_5dpi	WK-521 dFCS	5dpi	Hilum	"50,486,896"	9.8 	"43,965,217 "	"38,746,928 "	"1,369,151 "	"40,116,079 "	"3,849,138 "	"36,722,488 "	"1,985,305 "	"38,675 "	71.08%	"11,832,944,795 "	"10,269,551,738 "	"6,131,924,354 "	"3,583,464,088 "	"212,177,460 "	"341,985,836 "	"38,282,962 "	"225,752 "	59.71%	34.89%	2.07%	3.33%	94.60%	99.41%
3	Dr_Sato	230323_Novaseq_S4_TruseqUD_l3_0028_D04_Dr_Sato_28_5dpi_delFCS_320_h	bam.230323_Novaseq_S4_TruseqUD_l3_0028_D04_Dr_Sato_28_5dpi_delFCS_320_h_S28.230323_Novaseq_S4_TruseqUD_l3_0028_D04_Dr_Sato_28_5dpi_delFCS_320_h_S28_Aligned.out.bam	WK-521 dFCS_Hilum_5dpi	WK-521 dFCS	5dpi	Hilum	"43,470,829"	8.5 	"37,994,597 "	"33,507,061 "	"1,383,998 "	"34,891,059 "	"3,103,538 "	"31,268,234 "	"2,212,530 "	"25,939 "	81.89%	"10,025,074,846 "	"8,704,186,627 "	"4,452,140,463 "	"3,658,340,998 "	"218,168,802 "	"375,536,364 "	"32,692,787 "	"225,015 "	51.15%	42.03%	2.51%	4.31%	93.18%	99.32%
3	Dr_Sato	230323_Novaseq_S4_TruseqUD_l3_0029_E04_Dr_Sato_29_RNA_2dpi_BANAL_293_p	bam.230323_Novaseq_S4_TruseqUD_l3_0029_E04_Dr_Sato_29_RNA_2dpi_BANAL_293_p_S29.230323_Novaseq_S4_TruseqUD_l3_0029_E04_Dr_Sato_29_RNA_2dpi_BANAL_293_p_S29_Aligned.out.bam	BANAL-236_Periphery_2dpi	BANAL-236	2dpi	Periphery	"52,271,339"	9.8 	"46,126,620 "	"41,802,603 "	"1,437,818 "	"43,240,421 "	"2,886,199 "	"39,573,349 "	"2,188,368 "	"40,207 "	66.40%	"12,707,540,735 "	"11,388,205,979 "	"6,830,547,718 "	"3,924,877,003 "	"236,565,075 "	"396,216,183 "	"38,468,128 "	"208,652 "	59.98%	34.46%	2.08%	3.48%	94.44%	99.46%
3	Dr_Sato	230323_Novaseq_S4_TruseqUD_l3_0030_F04_Dr_Sato_30_2dpi_BANAL_294_p	bam.230323_Novaseq_S4_TruseqUD_l3_0030_F04_Dr_Sato_30_2dpi_BANAL_294_p_S30.230323_Novaseq_S4_TruseqUD_l3_0030_F04_Dr_Sato_30_2dpi_BANAL_294_p_S30_Aligned.out.bam	BANAL-236_Periphery_2dpi	BANAL-236	2dpi	Periphery	"50,158,165"	9.2 	"44,396,976 "	"40,152,876 "	"1,339,889 "	"41,492,765 "	"2,904,211 "	"37,834,572 "	"2,279,499 "	"38,272 "	70.73%	"12,143,295,426 "	"10,851,155,414 "	"6,352,681,515 "	"3,843,922,054 "	"263,277,187 "	"391,274,658 "	"36,985,554 "	"201,472 "	58.54%	35.42%	2.43%	3.61%	93.97%	99.46%
3	Dr_Sato	230323_Novaseq_S4_TruseqUD_l3_0031_G04_Dr_Sato_31_2dpi_BANAL_295_p	bam.230323_Novaseq_S4_TruseqUD_l3_0031_G04_Dr_Sato_31_2dpi_BANAL_295_p_S31.230323_Novaseq_S4_TruseqUD_l3_0031_G04_Dr_Sato_31_2dpi_BANAL_295_p_S31_Aligned.out.bam	BANAL-236_Periphery_2dpi	BANAL-236	2dpi	Periphery	"42,263,569"	9.2 	"36,422,866 "	"32,421,956 "	"1,214,355 "	"33,636,311 "	"2,786,555 "	"30,637,979 "	"1,749,395 "	"33,980 "	76.80%	"9,894,074,920 "	"8,682,638,611 "	"5,013,979,088 "	"3,174,438,741 "	"178,609,974 "	"315,610,808 "	"30,507,955 "	"166,720 "	57.75%	36.56%	2.06%	3.64%	94.31%	99.46%
3	Dr_Sato	230323_Novaseq_S4_TruseqUD_l3_0032_H04_Dr_Sato_32_2dpi_BANAL_296_p	bam.230323_Novaseq_S4_TruseqUD_l3_0032_H04_Dr_Sato_32_2dpi_BANAL_296_p_S32.230323_Novaseq_S4_TruseqUD_l3_0032_H04_Dr_Sato_32_2dpi_BANAL_296_p_S32_Aligned.out.bam	BANAL-236_Periphery_2dpi	BANAL-236	2dpi	Periphery	"47,845,750"	9.5 	"40,845,944 "	"35,807,393 "	"1,257,039 "	"37,064,432 "	"3,781,512 "	"33,847,654 "	"1,924,546 "	"34,592 "	68.98%	"11,157,798,863 "	"9,630,994,859 "	"5,589,232,839 "	"3,495,487,812 "	"200,049,333 "	"346,224,875 "	"33,671,045 "	"188,677 "	58.03%	36.29%	2.08%	3.59%	94.33%	99.44%
3	Dr_Sato	230323_Novaseq_S4_TruseqUD_l3_0033_A05_Dr_Sato_33_2dpi_WK_297_p	bam.230323_Novaseq_S4_TruseqUD_l3_0033_A05_Dr_Sato_33_2dpi_WK_297_p_S33.230323_Novaseq_S4_TruseqUD_l3_0033_A05_Dr_Sato_33_2dpi_WK_297_p_S33_Aligned.out.bam	WK-521_Periphery_2dpi	WK-521	2dpi	Periphery	"42,401,436"	9.5 	"35,468,116 "	"29,743,123 "	"936,275 "	"30,679,398 "	"4,788,718 "	"28,229,531 "	"1,487,190 "	"25,706 "	64.87%	"9,646,721,103 "	"7,944,875,635 "	"4,956,691,818 "	"2,565,653,703 "	"159,563,600 "	"262,966,514 "	"27,547,314 "	"145,432 "	62.39%	32.29%	2.01%	3.31%	94.68%	99.47%
3	Dr_Sato	230323_Novaseq_S4_TruseqUD_l3_0034_B05_Dr_Sato_34_2dpi_WK_298_p	bam.230323_Novaseq_S4_TruseqUD_l3_0034_B05_Dr_Sato_34_2dpi_WK_298_p_S34.230323_Novaseq_S4_TruseqUD_l3_0034_B05_Dr_Sato_34_2dpi_WK_298_p_S34_Aligned.out.bam	WK-521_Periphery_2dpi	WK-521	2dpi	Periphery	"45,586,594"	9.2 	"38,237,383 "	"32,051,371 "	"1,097,567 "	"33,148,938 "	"5,088,445 "	"30,365,595 "	"1,652,151 "	"32,824 "	71.19%	"10,317,425,793 "	"8,509,231,300 "	"5,189,956,945 "	"2,850,528,164 "	"191,826,513 "	"276,919,678 "	"30,394,784 "	"168,041 "	60.99%	33.50%	2.25%	3.25%	94.49%	99.45%
3	Dr_Sato	230323_Novaseq_S4_TruseqUD_l3_0035_C05_Dr_Sato_35_2dpi_WK_299_p	bam.230323_Novaseq_S4_TruseqUD_l3_0035_C05_Dr_Sato_35_2dpi_WK_299_p_S35.230323_Novaseq_S4_TruseqUD_l3_0035_C05_Dr_Sato_35_2dpi_WK_299_p_S35_Aligned.out.bam	WK-521_Periphery_2dpi	WK-521	2dpi	Periphery	"56,901,504"	9.7 	"47,129,276 "	"40,478,832 "	"1,315,521 "	"41,794,353 "	"5,334,923 "	"38,377,218 "	"2,060,912 "	"39,661 "	75.34%	"12,782,424,156 "	"10,801,324,876 "	"6,729,170,778 "	"3,486,304,697 "	"234,304,826 "	"351,544,575 "	"37,569,632 "	"200,105 "	62.30%	32.28%	2.17%	3.25%	94.58%	99.47%
3	Dr_Sato	230323_Novaseq_S4_TruseqUD_l3_0036_D05_Dr_Sato_36_2dpi_WK_300_p	bam.230323_Novaseq_S4_TruseqUD_l3_0036_D05_Dr_Sato_36_2dpi_WK_300_p_S36.230323_Novaseq_S4_TruseqUD_l3_0036_D05_Dr_Sato_36_2dpi_WK_300_p_S36_Aligned.out.bam	WK-521_Periphery_2dpi	WK-521	2dpi	Periphery	"39,753,119"	9.7 	"33,641,035 "	"29,436,616 "	"1,046,727 "	"30,483,343 "	"3,157,692 "	"27,952,382 "	"1,451,538 "	"32,201 "	77.33%	"9,021,876,014 "	"7,769,570,953 "	"4,883,365,176 "	"2,479,973,646 "	"163,900,475 "	"242,331,656 "	"27,717,917 "	"166,526 "	62.85%	31.92%	2.11%	3.12%	94.77%	99.40%
3	Dr_Sato	230323_Novaseq_S4_TruseqUD_l3_0037_E05_Dr_Sato_37_2dpi_delFCS_301_p	bam.230323_Novaseq_S4_TruseqUD_l3_0037_E05_Dr_Sato_37_2dpi_delFCS_301_p_S37.230323_Novaseq_S4_TruseqUD_l3_0037_E05_Dr_Sato_37_2dpi_delFCS_301_p_S37_Aligned.out.bam	WK-521 dFCS_Periphery_2dpi	WK-521 dFCS	2dpi	Periphery	"46,853,335"	9.7 	"40,132,159 "	"35,774,814 "	"1,115,551 "	"36,890,365 "	"3,241,794 "	"33,823,678 "	"1,918,724 "	"31,592 "	71.34%	"10,905,902,914 "	"9,579,976,562 "	"5,765,739,654 "	"3,267,089,291 "	"224,625,902 "	"322,521,715 "	"33,216,605 "	"194,668 "	60.19%	34.10%	2.34%	3.37%	94.29%	99.42%
3	Dr_Sato	230323_Novaseq_S4_TruseqUD_l3_0038_F05_Dr_Sato_38_2dpi_delFCS_302_p	bam.230323_Novaseq_S4_TruseqUD_l3_0038_F05_Dr_Sato_38_2dpi_delFCS_302_p_S38.230323_Novaseq_S4_TruseqUD_l3_0038_F05_Dr_Sato_38_2dpi_delFCS_302_p_S38_Aligned.out.bam	WK-521 dFCS_Periphery_2dpi	WK-521 dFCS	2dpi	Periphery	"40,545,711"	10.0 	"33,782,675 "	"29,523,631 "	"979,332 "	"30,502,963 "	"3,279,712 "	"28,138,029 "	"1,354,126 "	"30,798 "	79.13%	"9,140,607,383 "	"7,855,392,827 "	"5,019,161,233 "	"2,452,995,218 "	"145,516,496 "	"237,719,880 "	"27,803,108 "	"157,520 "	63.89%	31.23%	1.85%	3.03%	95.12%	99.44%
3	Dr_Sato	230323_Novaseq_S4_TruseqUD_l3_0039_G05_Dr_Sato_39_2dpi_delFCS_303_p	bam.230323_Novaseq_S4_TruseqUD_l3_0039_G05_Dr_Sato_39_2dpi_delFCS_303_p_S39.230323_Novaseq_S4_TruseqUD_l3_0039_G05_Dr_Sato_39_2dpi_delFCS_303_p_S39_Aligned.out.bam	WK-521 dFCS_Periphery_2dpi	WK-521 dFCS	2dpi	Periphery	"51,877,986"	9.7 	"43,282,160 "	"37,708,353 "	"1,222,884 "	"38,931,237 "	"4,350,923 "	"35,907,021 "	"1,766,021 "	"34,371 "	64.77%	"11,853,265,928 "	"10,155,430,800 "	"6,413,944,944 "	"3,238,044,752 "	"183,508,100 "	"319,933,004 "	"34,990,842 "	"193,961 "	63.16%	31.88%	1.81%	3.15%	95.04%	99.45%
3	Dr_Sato	230323_Novaseq_S4_TruseqUD_l3_0040_H05_Dr_Sato_40_2dpi_delFCS_304_p	bam.230323_Novaseq_S4_TruseqUD_l3_0040_H05_Dr_Sato_40_2dpi_delFCS_304_p_S40.230323_Novaseq_S4_TruseqUD_l3_0040_H05_Dr_Sato_40_2dpi_delFCS_304_p_S40_Aligned.out.bam	WK-521 dFCS_Periphery_2dpi	WK-521 dFCS	2dpi	Periphery	"39,249,315"	9.6 	"31,809,856 "	"27,149,146 "	"1,001,467 "	"28,150,613 "	"3,659,243 "	"25,699,184 "	"1,423,667 "	"25,591 "	69.46%	"8,573,463,922 "	"7,173,932,226 "	"4,275,720,428 "	"2,503,933,417 "	"149,546,966 "	"244,731,415 "	"25,330,284 "	"157,510 "	59.60%	34.90%	2.08%	3.41%	94.50%	99.38%
3	Dr_Sato	230323_Novaseq_S4_TruseqUD_l3_0041_A06_Dr_Sato_41_5dpi_Saline_305_p	bam.230323_Novaseq_S4_TruseqUD_l3_0041_A06_Dr_Sato_41_5dpi_Saline_305_p_S41.230323_Novaseq_S4_TruseqUD_l3_0041_A06_Dr_Sato_41_5dpi_Saline_305_p_S41_Aligned.out.bam	Control_Periphery_5dpi	Control	5dpi	Periphery	"43,287,456"	10.0 	"37,065,668 "	"33,144,434 "	"1,101,286 "	"34,245,720 "	"2,819,948 "	"31,186,077 "	"1,924,220 "	"33,605 "	74.46%	"10,064,941,727 "	"8,872,379,849 "	"5,355,899,245 "	"2,964,262,009 "	"249,322,010 "	"302,896,585 "	"30,227,051 "	"171,063 "	60.37%	33.41%	2.81%	3.41%	93.78%	99.44%
3	Dr_Sato	230323_Novaseq_S4_TruseqUD_l3_0042_B06_Dr_Sato_42_5dpi_Saline_306_p	bam.230323_Novaseq_S4_TruseqUD_l3_0042_B06_Dr_Sato_42_5dpi_Saline_306_p_S42.230323_Novaseq_S4_TruseqUD_l3_0042_B06_Dr_Sato_42_5dpi_Saline_306_p_S42_Aligned.out.bam	Control_Periphery_5dpi	Control	5dpi	Periphery	"45,233,530"	10.0 	"38,675,689 "	"34,580,124 "	"1,152,253 "	"35,732,377 "	"2,943,312 "	"32,798,097 "	"1,747,126 "	"34,236 "	61.32%	"10,690,145,228 "	"9,428,751,348 "	"5,816,406,559 "	"3,105,392,394 "	"192,932,501 "	"314,019,894 "	"31,861,054 "	"172,990 "	61.69%	32.94%	2.05%	3.33%	94.62%	99.46%
3	Dr_Sato	230323_Novaseq_S4_TruseqUD_l3_0043_C06_Dr_Sato_43_5dpi_Saline_307_p	bam.230323_Novaseq_S4_TruseqUD_l3_0043_C06_Dr_Sato_43_5dpi_Saline_307_p_S43.230323_Novaseq_S4_TruseqUD_l3_0043_C06_Dr_Sato_43_5dpi_Saline_307_p_S43_Aligned.out.bam	Control_Periphery_5dpi	Control	5dpi	Periphery	"42,726,816"	9.6 	"37,125,975 "	"32,591,886 "	"1,176,455 "	"33,768,341 "	"3,357,634 "	"30,783,691 "	"1,773,547 "	"34,217 "	72.40%	"10,042,234,208 "	"8,678,394,823 "	"5,206,078,494 "	"2,974,450,693 "	"176,436,105 "	"321,429,531 "	"30,073,039 "	"157,601 "	59.99%	34.27%	2.03%	3.70%	94.26%	99.48%
3	Dr_Sato	230323_Novaseq_S4_TruseqUD_l3_0044_D06_Dr_Sato_44_5dpi_Saline_308_p	bam.230323_Novaseq_S4_TruseqUD_l3_0044_D06_Dr_Sato_44_5dpi_Saline_308_p_S44.230323_Novaseq_S4_TruseqUD_l3_0044_D06_Dr_Sato_44_5dpi_Saline_308_p_S44_Aligned.out.bam	Control_Periphery_5dpi	Control	5dpi	Periphery	"43,147,742"	9.9 	"37,050,433 "	"33,387,240 "	"1,225,638 "	"34,612,878 "	"2,437,555 "	"31,541,908 "	"1,808,554 "	"36,303 "	76.30%	"9,931,753,809 "	"8,832,890,699 "	"5,429,767,915 "	"2,894,028,631 "	"215,512,411 "	"293,581,742 "	"30,994,971 "	"174,405 "	61.47%	32.76%	2.44%	3.32%	94.24%	99.44%
3	Dr_Sato	230323_Novaseq_S4_TruseqUD_l3_0045_E06_Dr_Sato_45_5dpi_BANAL_309_p	bam.230323_Novaseq_S4_TruseqUD_l3_0045_E06_Dr_Sato_45_5dpi_BANAL_309_p_S45.230323_Novaseq_S4_TruseqUD_l3_0045_E06_Dr_Sato_45_5dpi_BANAL_309_p_S45_Aligned.out.bam	BANAL-236_Periphery_5dpi	BANAL-236	5dpi	Periphery	"24,537,745"	6.5 	"20,949,735 "	"17,063,939 "	"2,257,668 "	"19,321,607 "	"1,628,128 "	"15,646,778 "	"1,396,380 "	"20,540 "	92.63%	"5,572,235,751 "	"4,464,159,022 "	"2,016,460,829 "	"2,092,167,337 "	"116,362,826 "	"239,168,030 "	"18,248,193 "	"253,771 "	45.17%	46.87%	2.61%	5.36%	92.04%	98.63%
3	Dr_Sato	230323_Novaseq_S4_TruseqUD_l3_0046_F06_Dr_Sato_46_5dpi_BANAL_310_p	bam.230323_Novaseq_S4_TruseqUD_l3_0046_F06_Dr_Sato_46_5dpi_BANAL_310_p_S46.230323_Novaseq_S4_TruseqUD_l3_0046_F06_Dr_Sato_46_5dpi_BANAL_310_p_S46_Aligned.out.bam	BANAL-236_Periphery_5dpi	BANAL-236	5dpi	Periphery	"43,335,277"	9.9 	"37,100,111 "	"33,236,771 "	"1,151,007 "	"34,387,778 "	"2,712,333 "	"31,546,814 "	"1,651,718 "	"37,676 "	74.59%	"10,078,072,460 "	"8,905,828,798 "	"5,578,529,051 "	"2,859,949,772 "	"179,698,588 "	"287,651,387 "	"31,599,298 "	"195,609 "	62.64%	32.11%	2.02%	3.23%	94.75%	99.38%
3	Dr_Sato	230323_Novaseq_S4_TruseqUD_l3_0047_G06_Dr_Sato_47_5dpi_BANAL_311_p	bam.230323_Novaseq_S4_TruseqUD_l3_0047_G06_Dr_Sato_47_5dpi_BANAL_311_p_S47.230323_Novaseq_S4_TruseqUD_l3_0047_G06_Dr_Sato_47_5dpi_BANAL_311_p_S47_Aligned.out.bam	BANAL-236_Periphery_5dpi	BANAL-236	5dpi	Periphery	"55,111,505"	9.8 	"47,371,390 "	"42,224,726 "	"1,598,144 "	"43,822,870 "	"3,548,520 "	"40,008,238 "	"2,164,547 "	"51,167 "	84.73%	"12,987,385,809 "	"11,425,046,205 "	"7,035,904,570 "	"3,762,736,545 "	"251,145,977 "	"375,259,113 "	"39,758,036 "	"220,437 "	61.58%	32.93%	2.20%	3.28%	94.52%	99.45%
3	Dr_Sato	230323_Novaseq_S4_TruseqUD_l3_0048_H06_Dr_Sato_48_5dpi_BANAL_312_p	bam.230323_Novaseq_S4_TruseqUD_l3_0048_H06_Dr_Sato_48_5dpi_BANAL_312_p_S48.230323_Novaseq_S4_TruseqUD_l3_0048_H06_Dr_Sato_48_5dpi_BANAL_312_p_S48_Aligned.out.bam	BANAL-236_Periphery_5dpi	BANAL-236	5dpi	Periphery	"34,781,346"	9.9 	"28,901,959 "	"25,383,497 "	"924,828 "	"26,308,325 "	"2,593,634 "	"23,929,000 "	"1,426,961 "	"26,914 "	74.53%	"7,849,008,827 "	"6,782,428,283 "	"4,067,107,665 "	"2,309,976,047 "	"175,098,743 "	"230,245,828 "	"23,531,338 "	"141,973 "	59.97%	34.06%	2.58%	3.39%	94.02%	99.40%
3	Dr_Sato	230323_Novaseq_S4_TruseqUD_l3_0049_A07_Dr_Sato_49_5dpi_WK_313_p	bam.230323_Novaseq_S4_TruseqUD_l3_0049_A07_Dr_Sato_49_5dpi_WK_313_p_S49.230323_Novaseq_S4_TruseqUD_l3_0049_A07_Dr_Sato_49_5dpi_WK_313_p_S49_Aligned.out.bam	WK-521_Periphery_5dpi	WK-521	5dpi	Periphery	"48,921,507"	9.6 	"41,558,562 "	"36,064,843 "	"1,164,994 "	"37,229,837 "	"4,328,725 "	"34,278,429 "	"1,754,102 "	"31,556 "	69.10%	"11,229,727,694 "	"9,586,277,457 "	"6,044,631,697 "	"3,043,776,487 "	"200,790,726 "	"297,078,547 "	"36,095,351 "	"199,587 "	63.06%	31.75%	2.09%	3.10%	94.81%	99.45%
3	Dr_Sato	230323_Novaseq_S4_TruseqUD_l3_0050_B07_Dr_Sato_50_5dpi_WK_314_p	bam.230323_Novaseq_S4_TruseqUD_l3_0050_B07_Dr_Sato_50_5dpi_WK_314_p_S50.230323_Novaseq_S4_TruseqUD_l3_0050_B07_Dr_Sato_50_5dpi_WK_314_p_S50_Aligned.out.bam	WK-521_Periphery_5dpi	WK-521	5dpi	Periphery	"52,921,957"	9.6 	"46,586,986 "	"41,286,100 "	"1,312,905 "	"42,599,005 "	"3,987,981 "	"39,435,731 "	"1,810,862 "	"38,812 "	70.86%	"12,726,439,682 "	"11,138,909,722 "	"7,244,055,354 "	"3,369,129,741 "	"213,316,505 "	"312,408,122 "	"41,691,795 "	"228,542 "	65.03%	30.25%	1.92%	2.80%	95.28%	99.45%
3	Dr_Sato	230323_Novaseq_S4_TruseqUD_l3_0051_C07_Dr_Sato_51_5dpi_WK_315_p	bam.230323_Novaseq_S4_TruseqUD_l3_0051_C07_Dr_Sato_51_5dpi_WK_315_p_S51.230323_Novaseq_S4_TruseqUD_l3_0051_C07_Dr_Sato_51_5dpi_WK_315_p_S51_Aligned.out.bam	WK-521_Periphery_5dpi	WK-521	5dpi	Periphery	"68,411,798"	9.9 	"60,680,094 "	"53,363,901 "	"1,500,748 "	"54,864,649 "	"5,815,445 "	"50,680,532 "	"2,634,330 "	"48,194 "	66.77%	"16,608,243,573 "	"14,399,315,790 "	"9,240,298,245 "	"4,393,945,148 "	"349,432,965 "	"415,639,432 "	"53,060,860 "	"306,818 "	64.17%	30.51%	2.43%	2.89%	94.69%	99.43%
3	Dr_Sato	230323_Novaseq_S4_TruseqUD_l3_0052_D07_Dr_Sato_52_5dpi_WK_316_p	bam.230323_Novaseq_S4_TruseqUD_l3_0052_D07_Dr_Sato_52_5dpi_WK_316_p_S52.230323_Novaseq_S4_TruseqUD_l3_0052_D07_Dr_Sato_52_5dpi_WK_316_p_S52_Aligned.out.bam	WK-521_Periphery_5dpi	WK-521	5dpi	Periphery	"14,819,012"	5.2 	"13,006,394 "	"8,566,634 "	"2,210,255 "	"10,776,889 "	"2,229,505 "	"7,944,356 "	"609,797 "	"12,395 "	94.68%	"3,453,112,326 "	"2,228,023,492 "	"1,206,072,547 "	"876,578,714 "	"45,683,188 "	"99,689,043 "	"9,582,077 "	"170,440 "	54.13%	39.34%	2.05%	4.47%	93.48%	98.25%
3	Dr_Sato	230323_Novaseq_S4_TruseqUD_l3_0053_E07_Dr_Sato_53_5dpi_delFCS_317_p	bam.230323_Novaseq_S4_TruseqUD_l3_0053_E07_Dr_Sato_53_5dpi_delFCS_317_p_S53.230323_Novaseq_S4_TruseqUD_l3_0053_E07_Dr_Sato_53_5dpi_delFCS_317_p_S53_Aligned.out.bam	WK-521 dFCS_Periphery_5dpi	WK-521 dFCS	5dpi	Periphery	"29,434,310"	6.4 	"25,542,345 "	"21,288,214 "	"1,954,418 "	"23,242,632 "	"2,299,713 "	"19,554,957 "	"1,713,220 "	"19,722 "	92.94%	"6,838,331,267 "	"5,610,283,073 "	"2,713,078,836 "	"2,435,342,448 "	"199,642,411 "	"262,219,378 "	"21,651,037 "	"249,844 "	48.36%	43.41%	3.56%	4.67%	91.77%	98.86%
3	Dr_Sato	230323_Novaseq_S4_TruseqUD_l3_0054_F07_Dr_Sato_54_5dpi_delFCS_318_p	bam.230323_Novaseq_S4_TruseqUD_l3_0054_F07_Dr_Sato_54_5dpi_delFCS_318_p_S54.230323_Novaseq_S4_TruseqUD_l3_0054_F07_Dr_Sato_54_5dpi_delFCS_318_p_S54_Aligned.out.bam	WK-521 dFCS_Periphery_5dpi	WK-521 dFCS	5dpi	Periphery	"33,171,603"	6.9 	"27,505,339 "	"23,752,164 "	"1,454,706 "	"25,206,870 "	"2,298,469 "	"21,726,368 "	"2,002,886 "	"22,416 "	91.67%	"7,334,648,405 "	"6,232,678,435 "	"3,369,905,266 "	"2,317,338,669 "	"227,162,863 "	"318,271,637 "	"22,235,833 "	"183,003 "	54.07%	37.18%	3.64%	5.11%	91.25%	99.18%
3	Dr_Sato	230323_Novaseq_S4_TruseqUD_l3_0055_G07_Dr_Sato_55_5dpi_delFCS_319_p	bam.230323_Novaseq_S4_TruseqUD_l3_0055_G07_Dr_Sato_55_5dpi_delFCS_319_p_S55.230323_Novaseq_S4_TruseqUD_l3_0055_G07_Dr_Sato_55_5dpi_delFCS_319_p_S55_Aligned.out.bam	WK-521 dFCS_Periphery_5dpi	WK-521 dFCS	5dpi	Periphery	"15,372,005"	7.8 	"13,472,106 "	"11,699,666 "	"790,886 "	"12,490,552 "	"981,554 "	"10,733,133 "	"956,111 "	"10,258 "	87.66%	"3,654,376,018 "	"3,132,380,597 "	"1,443,166,378 "	"1,422,886,719 "	"110,275,918 "	"156,051,582 "	"11,213,591 "	"106,939 "	46.07%	45.43%	3.52%	4.98%	91.50%	99.06%
3	Dr_Sato	230323_Novaseq_S4_TruseqUD_l3_0056_H07_Dr_Sato_56_5dpi_delFCS_320_p	bam.230323_Novaseq_S4_TruseqUD_l3_0056_H07_Dr_Sato_56_5dpi_delFCS_320_p_S56.230323_Novaseq_S4_TruseqUD_l3_0056_H07_Dr_Sato_56_5dpi_delFCS_320_p_S56_Aligned.out.bam	WK-521 dFCS_Periphery_5dpi	WK-521 dFCS	5dpi	Periphery	"32,724,786"	9.6 	"27,075,531 "	"23,581,483 "	"695,228 "	"24,276,711 "	"2,798,820 "	"22,028,802 "	"1,531,929 "	"20,192 "	66.85%	"7,367,730,168 "	"6,306,878,393 "	"3,843,922,621 "	"2,022,463,886 "	"226,235,848 "	"214,256,038 "	"21,715,003 "	"134,747 "	60.95%	32.07%	3.59%	3.40%	93.02%	99.38%
